,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,sum_stats,lower_name,name,estimated_value,log_value,cluster,tsne_1,tsne_2,closest_0,closest_1,closest_2,closest_3,closest_4,closest_5,closest_6,closest_7,closest_8,closest_9,index_tracker
323,Alex Oxlade-Chamberlain,https://fminside.net/players/3-fm-23/28046572-alex-oxlade-chamberlain,Liverpool,England,28.0,"MC, AMR, AMLMC",Right,176 CM,72 KG,28046572.0,"€ 145,000 pw",2023-06-30,11.0,14.0,15.0,11.0,15.0,11.0,8.0,14.0,12.0,11.0,15.0,12.0,11.0,15.0,11.0,13.0,12.0,14.0,13.0,13.0,14.0,15.0,9.0,15.0,11.0,15.0,14.0,14.0,14.0,15.0,14.0,9.0,12.0,14.0,14.0,14.0,464.0,alex-oxlade-chamberlain,alex-oxlade-chamberlain,9074597.252866725,16.020989557280977,13.0,-10.07119,24.931345,joan-jordan,stephen-eustaquio,juan-bernat,maximilian-eggestein,guilherme-arana,solly-march,niko-giesselmann,conor-gallagher,kenneth-taylor,leandro-paredes,328
324,Étienne Capoue,https://fminside.net/players/3-fm-23/8448716-etienne-capoue,Villarreal,France,33.0,"DM, MCDM, MC",Right,189 CM,80 KG,8448716.0,"€ 37,233,800","€ 35,610 pw",5.0,9.0,12.0,9.0,16.0,8.0,14.0,8.0,7.0,14.0,15.0,10.0,16.0,15.0,14.0,13.0,14.0,15.0,15.0,14.0,11.0,12.0,10.0,15.0,15.0,15.0,14.0,16.0,11.0,13.0,16.0,13.0,16.0,13.0,16.0,16.0,465.0,étienne-capoue,etienne-capoue,8081718.78613318,15.905115128931447,8.0,-12.312673,42.61322,leonardo-bonucci,axel-witsel,daley-blind,tomas-soucek,virgil-van-dijk,marquinhos,thiago-silva,benjamin-pavard,gerard-pique,joao-palhinha,329
325,Mario Götze,https://fminside.net/players/3-fm-23/35017438-mario-gotze,Eintracht Frankfurt,Germany,30.0,"MC, AMCAMC",Right,176 CM,75 KG,35017438.0,"€ 62,500 pw",2025-06-30,12.0,13.0,16.0,12.0,16.0,11.0,8.0,10.0,5.0,7.0,16.0,10.0,9.0,17.0,8.0,16.0,8.0,16.0,15.0,16.0,12.0,14.0,13.0,15.0,7.0,18.0,16.0,18.0,12.0,13.0,15.0,7.0,12.0,11.0,15.0,8.0,447.0,mario-götze,mario-gotze,5923304.35477742,15.594405019179078,9.0,-2.4548728,22.624237,james-rodriguez,raphael-guerreiro,miralem-pjanic,stefano-sensi,harvey-elliott,aaron-mooy,ivan-rakitic,adam-lallana,brais-mendez,lovro-majer,330
326,Marius Wolf,https://fminside.net/players/3-fm-23/91124151-marius-wolf,Borussia Dortmund,Germany,27.0,"DR, WBR, MR, AMR, AMLDR, WBR, MR, AMR",Right,188 CM,81 KG,91124151.0,"€ 67,080 pw",2024-06-30,10.0,13.0,13.0,12.0,11.0,9.0,9.0,12.0,12.0,10.0,12.0,13.0,10.0,12.0,17.0,11.0,16.0,11.0,11.0,11.0,17.0,13.0,13.0,13.0,10.0,14.0,11.0,17.0,15.0,10.0,10.0,12.0,16.0,15.0,17.0,12.0,450.0,marius-wolf,marius-wolf,3612487.322121089,15.099907101949215,0.0,-13.520763,10.334818,rico-henry,noussair-mazraoui,ben-johnson,theodor-gebre-selassie,james-justin,alberto-moreno,dani-carvajal,michail-antonio,pervis-estupinan,alexis-saelemaekers,331
327,Emre Can,https://fminside.net/players/3-fm-23/92021718-emre-can,Borussia Dortmund,Germany,28.0,"DR, DC, DM, MCDM, MC",Right,186 CM,86 KG,92021718.0,"€ 163,030 pw",2024-06-30,9.0,10.0,14.0,11.0,14.0,9.0,13.0,13.0,10.0,13.0,16.0,10.0,16.0,16.0,17.0,12.0,17.0,14.0,9.0,9.0,17.0,15.0,13.0,13.0,13.0,14.0,13.0,17.0,13.0,10.0,18.0,13.0,16.0,13.0,16.0,16.0,482.0,emre-can,emre-can,12345283.77953808,16.328784667904102,16.0,3.8587942,-21.587587,dani-garcia,igor-zubeldia,doria,josko-gvardiol,thomas-delaney,salih-ozcan,benjamin-andre,oliver-skipp,joelinton,manuel-ugarte,332
328,Rafael Toloi,https://fminside.net/players/3-fm-23/19052922-rafael-toloi,Atalanta,Italy,31.0,"DR, DCDC",Right,185 CM,75 KG,19052922.0,"€ 35,580 pw",2024-06-30,7.0,8.0,11.0,7.0,12.0,7.0,14.0,7.0,11.0,16.0,13.0,7.0,15.0,13.0,17.0,16.0,15.0,13.0,13.0,15.0,15.0,9.0,14.0,11.0,13.0,14.0,11.0,16.0,13.0,11.0,14.0,13.0,15.0,14.0,15.0,15.0,450.0,rafael-toloi,rafael-toloi,5061640.056330576,15.437201110551984,10.0,-4.615529,-18.885962,aritz-elustondo,robin-le-normand,duje-caleta-car,lucas-verissimo,connor-goldson,david-lopez,sergio-mosquera,amir-rrahmani,dani-vivian,jose-fonte,333
329,Luiz Felipe,https://fminside.net/players/3-fm-23/19225765-luiz-felipe,Real Betis,Italy,25.0,DCDC,Right,187 CM,76 KG,19225765.0,"€ 48,603,460","€ 32,890 pw",4.0,3.0,9.0,5.0,12.0,3.0,16.0,3.0,3.0,15.0,12.0,6.0,18.0,13.0,18.0,17.0,20.0,11.0,10.0,11.0,15.0,12.0,7.0,9.0,15.0,17.0,13.0,16.0,13.0,14.0,16.0,14.0,16.0,14.0,15.0,14.0,429.0,luiz-felipe,luiz-felipe,8051513.149150879,15.901370600569436,7.0,-2.0152192,-15.800135,tormena,francesco-acerbi,angelo-ogbonna,axel-disasi,david-garcia,nicolo-casale,craig-dawson,philipp-lienhart,merih-demiral,eric-bailly,334
330,Davide Calabria,https://fminside.net/players/3-fm-23/43123020-davide-calabria,AC Milan,Italy,25.0,"DR, WBRDR, WBR",Right,177 CM,70 KG,43123020.0,"€ 71,160 pw",2025-06-30,5.0,12.0,11.0,8.0,12.0,7.0,10.0,11.0,14.0,14.0,13.0,10.0,15.0,12.0,12.0,14.0,14.0,12.0,14.0,13.0,16.0,6.0,15.0,14.0,13.0,16.0,12.0,16.0,15.0,15.0,14.0,9.0,14.0,14.0,15.0,13.0,450.0,davide-calabria,davide-calabria,6516305.137570692,15.689818076577964,0.0,5.5216174,-19.454432,hugo-mallo,hans-hateboer,hamari-traore,elseid-hysaj,timothy-castagne,fran-garcia,rick-karsdorp,adam-marusic,gilberto,alfonso-pedraza,335
331,Manuel Locatelli,https://fminside.net/players/3-fm-23/43167354-manuel-locatelli,Juventus,Italy,24.0,"DM, MCDM, MC",Right,186 CM,75 KG,43167354.0,"€ 106,740 pw",2023-06-30,11.0,11.0,12.0,11.0,15.0,10.0,13.0,14.0,7.0,12.0,15.0,11.0,16.0,15.0,14.0,14.0,15.0,14.0,13.0,13.0,17.0,13.0,14.0,13.0,14.0,17.0,14.0,15.0,12.0,13.0,14.0,13.0,14.0,12.0,14.0,13.0,478.0,manuel-locatelli,manuel-locatelli,13732601.65399726,16.435283246610783,2.0,-12.964351,6.6532726,fabian,matias-vecino,adrien-rabiot,douglas-luiz,uros-racic,eljif-elmas,paulinho,thomas-partey,yves-bissouma,nicolas-ibanez,336
332,Giacomo Raspadori,https://fminside.net/players/3-fm-23/43316850-giacomo-raspadori,Napoli,Italy,22.0,"AML, AMC, STST",Right,172 CM,69 KG,43316850.0,"€ 13,430 pw",2024-06-30,13.0,10.0,13.0,15.0,16.0,14.0,11.0,12.0,6.0,6.0,13.0,13.0,6.0,14.0,12.0,14.0,11.0,14.0,12.0,13.0,15.0,16.0,11.0,16.0,4.0,14.0,13.0,14.0,15.0,16.0,15.0,7.0,15.0,14.0,13.0,11.0,447.0,giacomo-raspadori,giacomo-raspadori,12951630.515199693,16.37673224669364,15.0,21.345743,-23.61732,alvaro-fidalgo,ruben-garcia,mahmoud-dahoud,jose-luis-morales,andreas-pereira,nuno-santos,pepe,xavi-simons,everton-cebolinha,luis-diaz,337
333,Raphaël Guerreiro,https://fminside.net/players/3-fm-23/85045409-raphael-guerreiro,Borussia Dortmund,Portugal,28.0,"DL, WBL, MCDL, WBL",Left,170 CM,71 KG,85045409.0,"€ 95,830 pw",2023-06-30,15.0,15.0,15.0,11.0,17.0,16.0,8.0,15.0,13.0,11.0,16.0,14.0,11.0,17.0,11.0,15.0,11.0,17.0,11.0,14.0,10.0,16.0,5.0,17.0,10.0,13.0,16.0,13.0,14.0,15.0,11.0,6.0,11.0,14.0,15.0,8.0,467.0,raphaël-guerreiro,raphael-guerreiro,9025253.083558409,16.01553710428958,9.0,-8.741858,13.076027,james-rodriguez,ivan-rakitic,miralem-pjanic,mario-gotze,adam-lallana,harvey-elliott,lovro-majer,stefano-sensi,bruno-guimaraes,jorginho,338
334,Alexandr Golovin,https://fminside.net/players/3-fm-23/58104594-alexandr-golovin,AS Monaco,Russia,26.0,"MC, ML, AML, AMCML, AMC",Right,180 CM,69 KG,58104594.0,"€ 88,220 pw",2024-06-30,14.0,13.0,16.0,12.0,15.0,13.0,7.0,14.0,3.0,10.0,15.0,13.0,11.0,16.0,12.0,13.0,12.0,11.0,13.0,12.0,15.0,15.0,11.0,13.0,11.0,14.0,16.0,14.0,14.0,15.0,14.0,10.0,13.0,14.0,13.0,10.0,457.0,alexandr-golovin,alexandr-golovin,8069966.237551286,15.903659856538654,15.0,23.826057,-9.999108,salem-al-dawsari,nuno-santos,dani-ceballos,kevin-kampl,everton-cebolinha,christian-pulisic,takefusa-kubo,luis-diaz,pepe,ruben-garcia,339
335,Brahim Díaz,https://fminside.net/players/3-fm-23/28106999-brahim-diaz,AC Milan,Spain,22.0,"AMR, AMCAMC",Right,171 CM,59 KG,28106999.0,"€ 750,053,380","€ 124,650 pw",12.0,13.0,16.0,11.0,16.0,9.0,6.0,13.0,6.0,7.0,15.0,12.0,7.0,16.0,8.0,13.0,13.0,12.0,13.0,12.0,17.0,15.0,8.0,14.0,9.0,15.0,14.0,13.0,15.0,16.0,13.0,7.0,13.0,14.0,12.0,7.0,432.0,brahim-díaz,brahim-diaz,7390883.162630438,15.815757793582332,15.0,-6.663414,19.761559,matias-zaracho,pedro,jarrod-bowen,ander-barrenetxea,jesse-lingard,ritsu-doan,gabriel-strefezza,joe-willock,iker-muniain,sebastian-driussi,340
336,Marcos Alonso,https://fminside.net/players/3-fm-23/67080310-marcos-alonso,FC Barcelona,Spain,31.0,"DL, WBL, MLDL, WBL, ML",Left,188 CM,87 KG,67080310.0,"€ 50,003,560","€ 116,000 pw",14.0,13.0,12.0,14.0,14.0,15.0,16.0,14.0,12.0,13.0,14.0,12.0,14.0,14.0,12.0,14.0,12.0,14.0,13.0,14.0,13.0,12.0,9.0,15.0,13.0,14.0,13.0,15.0,12.0,10.0,15.0,13.0,14.0,12.0,16.0,15.0,481.0,marcos-alonso,marcos-alonso,6273683.580675803,15.651874233033444,2.0,-2.902669,-22.615017,alex-sandro,robin-gosens,gaetano-castrovilli,florian-grillitsch,sardar-azmoun,raul-garcia,baptiste-santamaria,boubakary-soumare,david-hancko,antonin-barak,341
337,Adama Traoré,https://fminside.net/players/3-fm-23/67174729-adama-traore,Wolves,Spain,26.0,"MR, ML, AMR, AMLMR, AMR",Right,178 CM,72 KG,67174729.0,"€ 49,880 pw",2023-06-30,7.0,13.0,18.0,10.0,12.0,8.0,10.0,12.0,7.0,7.0,11.0,9.0,7.0,12.0,12.0,9.0,11.0,10.0,8.0,6.0,14.0,18.0,5.0,9.0,10.0,9.0,10.0,10.0,20.0,15.0,15.0,14.0,12.0,20.0,10.0,17.0,407.0,adama-traoré,adama-traore,5892514.059341049,15.589193299761751,6.0,-9.304874,0.30053124,ismaila-sarr,bruno-henrique,marcus-thuram,nicolas-jackson,riccardo-orsolini,martin-braithwaite,armando-broja,nicolo-zaniolo,lucas-ocampos,terem-moffi,342
338,Martín Zubimendi,https://fminside.net/players/3-fm-23/67246385-martin-zubimendi,Real Sociedad,Spain,23.0,"DM, MCDM, MC",Right,181 CM,74 KG,67246385.0,"€ 60,004,270","€ 34,470 pw",9.0,10.0,13.0,11.0,14.0,8.0,14.0,13.0,11.0,15.0,16.0,12.0,13.0,15.0,14.0,14.0,12.0,13.0,15.0,14.0,11.0,8.0,12.0,7.0,14.0,16.0,14.0,15.0,12.0,13.0,12.0,11.0,15.0,11.0,14.0,14.0,455.0,martín-zubimendi,martin-zubimendi,8234170.305060845,15.923803164248548,8.0,28.921627,-7.610041,conor-coady,nemanja-matic,christoph-kramer,oriol-romeu,fabian-schar,guido-pizarro,mats-hummels,matthias-ginter,fernandinho,goncalo-inacio,343
339,Breel Embolo,https://fminside.net/players/3-fm-23/98029385-breel-embolo,AS Monaco,Switzerland,25.0,"MR, AMR, AMC, STAMR, ST",Right,187 CM,88 KG,98029385.0,"€ 67,130 pw",2026-06-30,6.0,8.0,14.0,14.0,12.0,7.0,14.0,12.0,6.0,7.0,13.0,12.0,8.0,14.0,16.0,14.0,16.0,11.0,12.0,12.0,15.0,15.0,6.0,15.0,7.0,15.0,14.0,16.0,14.0,13.0,16.0,14.0,14.0,15.0,14.0,17.0,448.0,breel-embolo,breel-embolo,10960360.029967695,16.20979568839422,14.0,28.631407,-11.939423,yussuf-poulsen,alvaro-morata,ivan-toney,edin-dzeko,roger-marti,wout-weghorst,dusan-vlahovic,romelu-lukaku,gerard-moreno,darwin-nunez,344
340,Denis Zakaria,https://fminside.net/players/3-fm-23/98034601-denis-zakaria,Chelsea FC,Switzerland,25.0,"DM, MCDM, MC",Right,190 CM,86 KG,98034601.0,"€ 57,810 pw",2026-06-30,7.0,9.0,14.0,10.0,13.0,8.0,11.0,11.0,12.0,13.0,13.0,8.0,16.0,13.0,17.0,14.0,17.0,13.0,13.0,12.0,15.0,12.0,11.0,14.0,14.0,16.0,12.0,17.0,14.0,13.0,15.0,15.0,15.0,15.0,17.0,15.0,474.0,denis-zakaria,denis-zakaria,17078431.166453566,16.653326890024864,16.0,19.04544,-23.521399,mohamed-elneny,ramy-bensebaini,kristoffer-ajer,idrissa-gueye,jon-moncayola,thomas-delaney,oliver-skipp,pierre-emile-hojbjerg,salih-ozcan,mikel-vesga,345
341,Ruslan Malinovskyi,https://fminside.net/players/3-fm-23/71048716-ruslan-malinovskyi,Marseille,Ukraine,29.0,"MC, AMCMC, AMC",Left,181 CM,79 KG,71048716.0,"€ 24,620 pw",2025-06-30,17.0,14.0,15.0,12.0,16.0,17.0,4.0,19.0,4.0,6.0,15.0,14.0,11.0,17.0,15.0,12.0,12.0,13.0,12.0,13.0,14.0,16.0,8.0,13.0,6.0,11.0,14.0,15.0,14.0,15.0,16.0,9.0,16.0,12.0,11.0,15.0,463.0,ruslan-malinovskyi,ruslan-malinovskyi,5605273.045339841,15.5392183279031,12.0,29.679571,-10.050176,alexis-sanchez,giorgian-de-arrascaeta,andrej-kramaric,jonathan-viera,xherdan-shaqiri,antonio-candreva,remy-cabella,steven-berghuis,nikola-vlasic,nabil-fekir,346
342,Leandro Paredes,https://fminside.net/players/3-fm-23/14024702-leandro-paredes,Juventus,Argentina,28.0,"DM, MCDM, MC",Right,180 CM,75 KG,14024702.0,"€ 172,610 pw",2024-06-30,15.0,12.0,14.0,11.0,15.0,14.0,12.0,14.0,7.0,12.0,15.0,13.0,14.0,16.0,16.0,14.0,15.0,14.0,14.0,14.0,12.0,13.0,9.0,13.0,12.0,14.0,13.0,14.0,13.0,14.0,13.0,10.0,14.0,13.0,15.0,13.0,476.0,leandro-paredes,leandro-paredes,10844832.847288212,16.199199289241733,13.0,-12.303004,13.944435,guilherme-arana,conor-gallagher,fernando-gorriaran,stephen-eustaquio,pasquale-mazzocchi,cristiano-biraghi,alex-oxlade-chamberlain,renan-lodi,luke-shaw,jonas-hector,347
343,Pedro,https://fminside.net/players/3-fm-23/19259566-pedro,Flamengo,Brazil,25.0,STST,Right,185 CM,78 KG,19259566.0,"€ 60,004,270","€ 35,780 pw",10.0,10.0,13.0,16.0,17.0,12.0,14.0,12.0,7.0,7.0,13.0,16.0,6.0,15.0,12.0,15.0,15.0,15.0,13.0,13.0,16.0,13.0,10.0,15.0,6.0,13.0,13.0,13.0,13.0,12.0,14.0,14.0,13.0,13.0,13.0,14.0,456.0,pedro,pedro,12709875.758349229,16.35788986800765,17.0,25.173435,-9.395851,max-kruse,willian-jose,arkadiusz-milik,eric-maxim-choupo-moting,cristiano-ronaldo,ross-barkley,zlatan-ibrahimovic,gareth-bale,gonzalo-higuain,abderrazak-hamedallah,348
344,Evanilson,https://fminside.net/players/3-fm-23/19342183-evanilson,FC Porto,Brazil,22.0,"AML, STST",Right,183 CM,80 KG,19342183.0,"€ 100,007,120","€ 31,750 pw",6.0,8.0,12.0,16.0,14.0,8.0,12.0,10.0,7.0,8.0,13.0,13.0,9.0,14.0,15.0,13.0,14.0,15.0,12.0,13.0,14.0,14.0,10.0,15.0,5.0,11.0,14.0,13.0,14.0,13.0,15.0,13.0,14.0,15.0,14.0,15.0,441.0,evanilson,evanilson,16571686.318580002,16.62320615360178,6.0,13.182896,-19.647856,gabriel-martinelli,dominic-solanke,callum-wilson,eddie-nketiah,josef-martinez,diogo-jota,federico-chiesa,taiwo-awoniyi,rodrygo,inaki-williams,349
345,Galeno,https://fminside.net/players/3-fm-23/83152910-galeno,FC Porto,Brazil,24.0,"ML, AMR, AMLAMR, AML",Right,179 CM,72 KG,83152910.0,"€ 50,003,560","€ 17,850 pw",11.0,11.0,16.0,12.0,13.0,13.0,6.0,12.0,13.0,6.0,11.0,14.0,7.0,14.0,12.0,11.0,10.0,8.0,8.0,9.0,13.0,16.0,4.0,14.0,8.0,10.0,12.0,13.0,18.0,16.0,14.0,11.0,16.0,18.0,13.0,10.0,423.0,galeno,galeno,4436475.866245212,15.30537089542423,3.0,0.19731268,-3.1050801,cengiz-under,justin-kluivert,pedro-neto,roland-sallai,mislav-orsic,said-benrahma,ademola-lookman,moussa-diaby,rodrigo,samuel-chukwueze,350
346,Duván Zapata,https://fminside.net/players/3-fm-23/76014012-duvan-zapata,Atalanta,Colombia,31.0,STST,Right,189 CM,88 KG,76014012.0,"€ 64,040 pw",2024-06-30,5.0,9.0,12.0,16.0,13.0,4.0,16.0,11.0,4.0,4.0,13.0,14.0,7.0,13.0,13.0,16.0,14.0,15.0,12.0,14.0,15.0,12.0,7.0,14.0,5.0,17.0,12.0,12.0,12.0,10.0,17.0,15.0,16.0,16.0,14.0,19.0,438.0,duván-zapata,duvan-zapata,11549080.212209215,16.262116356454456,14.0,-4.86587,7.863406,christian-fassnacht,ante-budimir,vitinha,davy-klaassen,borja-iglesias,kevin-volland,vedat-muriqi,goncalo-ramos,giovanni-simeone,gianluca-scamacca,351
347,Ibrahim Sangaré,https://fminside.net/players/3-fm-23/48042717-ibrahim-sangare,PSV,Ivory Coast,24.0,"DM, MCDM, MC",Right,191 CM,77 KG,48042717.0,"€ 40,000 pw",2027-06-30,10.0,9.0,12.0,7.0,12.0,11.0,15.0,13.0,5.0,14.0,15.0,4.0,15.0,13.0,16.0,13.0,17.0,15.0,11.0,13.0,12.0,13.0,14.0,11.0,15.0,17.0,12.0,17.0,13.0,14.0,15.0,17.0,15.0,12.0,17.0,17.0,471.0,ibrahim-sangaré,ibrahim-sangare,18636047.679708004,16.74060831038883,16.0,-20.168041,19.542322,sergio-ramos,fabinho,jules-kounde,eduardo-camavinga,aurelien-tchouameni,grischa-promel,mikel-merino,casemiro,eder-militao,nicolas-tagliafico,352
348,Youssef En-Nesyri,https://fminside.net/players/3-fm-23/67229630-youssef-en-nesyri,Sevilla,Morocco,25.0,"AML, STST",Left,189 CM,73 KG,67229630.0,"€ 80,005,700","€ 57,500 pw",9.0,11.0,13.0,13.0,12.0,9.0,15.0,13.0,7.0,5.0,11.0,12.0,6.0,13.0,9.0,15.0,15.0,12.0,13.0,11.0,13.0,12.0,11.0,16.0,6.0,13.0,11.0,15.0,16.0,14.0,10.0,17.0,14.0,15.0,14.0,12.0,433.0,youssef-en-nesyri,youssef-en-nesyri,7711189.66119346,15.858183034699032,6.0,-5.5925837,-13.582562,patson-daka,marcus-thuram,riccardo-orsolini,rasmus-hojlund,boulaye-dia,luiz-henrique,nico-williams,armando-broja,martin-braithwaite,ante-rebic,353
349,Kaoru Mitoma,https://fminside.net/players/3-fm-23/45111891-kaoru-mitoma,Brighton,Japan,25.0,"ML, AMLAML",Right,178 CM,72 KG,45111891.0,"€ 23,200 pw",2025-06-30,10.0,11.0,18.0,13.0,15.0,9.0,8.0,14.0,7.0,8.0,13.0,11.0,8.0,14.0,13.0,9.0,13.0,12.0,15.0,14.0,13.0,16.0,6.0,14.0,7.0,12.0,14.0,12.0,17.0,14.0,14.0,10.0,14.0,16.0,13.0,7.0,434.0,kaoru-mitoma,kaoru-mitoma,6325316.953954211,15.660070702619436,3.0,25.464054,-1.9408203,ryan-kent,jeremie-boga,jesper-karlsson,fabio-carvalho,alex-baena,amine-harit,jadon-sancho,ansu-fati,yacine-brahimi,fernando,354
350,Stephen Eustáquio,https://fminside.net/players/3-fm-23/55079798-stephen-eustaquio,FC Porto,Canada,25.0,"DM, MCDM, MC",Right,178 CM,71 KG,55079798.0,"€ 60,004,270","€ 18,250 pw",12.0,11.0,13.0,12.0,14.0,11.0,11.0,12.0,11.0,8.0,15.0,10.0,12.0,14.0,13.0,16.0,14.0,16.0,13.0,14.0,14.0,12.0,12.0,14.0,12.0,15.0,16.0,14.0,13.0,15.0,15.0,9.0,16.0,12.0,16.0,8.0,465.0,stephen-eustáquio,stephen-eustaquio,10069382.52816057,16.125009944856487,13.0,-11.854883,19.418503,leandro-paredes,guilherme-arana,alex-oxlade-chamberlain,conor-gallagher,fernando-gorriaran,pasquale-mazzocchi,niko-giesselmann,maximilian-eggestein,solly-march,cristiano-biraghi,355
351,Xaver Schlager,https://fminside.net/players/3-fm-23/16147660-xaver-schlager,RB Leipzig,Austria,24.0,"DM, MCDM, MC",Left,174 CM,76 KG,16147660.0,"€ 86,480 pw",2026-06-30,4.0,8.0,12.0,9.0,14.0,12.0,8.0,12.0,4.0,13.0,14.0,8.0,16.0,14.0,16.0,15.0,16.0,14.0,15.0,13.0,17.0,11.0,14.0,13.0,14.0,16.0,14.0,17.0,12.0,12.0,14.0,9.0,16.0,12.0,16.0,12.0,456.0,xaver-schlager,xaver-schlager,7882513.009012943,15.880157320766363,5.0,-16.256165,36.879055,ngolo-kante,guido-rodriguez,mohamed-camara,matteo-guendouzi,marc-roca,andre-franck-zambo-anguissa,mauro-arambarri,hidemasa-morita,rodrigo-bentancur,kalvin-phillips,356
352,Axel Witsel,https://fminside.net/players/3-fm-23/8169215-axel-witsel,Atlético Madrid,Belgium,33.0,"DC, DM, MCDC, DM",Right,186 CM,81 KG,8169215.0,"€ 37,344,490","€ 120,010 pw",8.0,10.0,13.0,10.0,15.0,8.0,13.0,11.0,9.0,12.0,16.0,14.0,12.0,15.0,11.0,18.0,13.0,18.0,19.0,14.0,13.0,8.0,13.0,12.0,12.0,18.0,13.0,13.0,10.0,11.0,18.0,14.0,18.0,10.0,14.0,14.0,470.0,axel-witsel,axel-witsel,7884740.47667552,15.880439864289803,8.0,-14.168621,30.974762,virgil-van-dijk,tomas-soucek,daley-blind,thiago-silva,marquinhos,leonardo-bonucci,benjamin-pavard,joao-palhinha,gerard-pique,etienne-capoue,357
353,Miralem Pjanic,https://fminside.net/players/3-fm-23/8438112-miralem-pjanic,Sharjah,Bosnia and Herzegovina,32.0,"DM, MCDM, MC",Right,178 CM,72 KG,8438112.0,"€ 55,290 pw",2024-05-31,15.0,16.0,13.0,8.0,16.0,18.0,8.0,15.0,4.0,9.0,18.0,14.0,10.0,16.0,8.0,17.0,12.0,15.0,12.0,15.0,13.0,11.0,7.0,10.0,15.0,15.0,16.0,10.0,10.0,13.0,12.0,7.0,12.0,11.0,13.0,11.0,445.0,miralem-pjanic,miralem-pjanic,2751683.341161636,14.827723406430016,9.0,1.6357867,9.775149,raphael-guerreiro,stefano-sensi,adam-lallana,ivan-rakitic,harvey-elliott,lovro-majer,bruno-guimaraes,james-rodriguez,ilkay-gundogan,mario-gotze,358
354,Mario Pašalic,https://fminside.net/players/3-fm-23/24021244-mario-paalic,Atalanta,Croatia,27.0,"MC, AMCMC, AMC",Right,188 CM,82 KG,24021244.0,"€ 35,580 pw",2025-06-30,8.0,10.0,13.0,14.0,14.0,7.0,12.0,14.0,4.0,8.0,14.0,9.0,12.0,14.0,13.0,17.0,12.0,13.0,10.0,13.0,13.0,11.0,11.0,17.0,9.0,14.0,13.0,14.0,13.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,438.0,mario-pašalic,mario-pasalic,5709866.818873782,15.557706257169947,2.0,25.642757,-15.856874,hugo-guillamon,renato-sanches,amir-hadziahmetovic,davide-frattesi,abdoulaye-doucoure,mattias-svanberg,nico,alex-iwobi,corentin-tolisso,john-mcginn,359
355,Tomáš Soucek,https://fminside.net/players/3-fm-23/25041687-toma-soucek,West Ham,Czech Republic,27.0,"DM, MCMC",Right,192 CM,86 KG,25041687.0,"€ 58,000 pw",2024-06-30,2.0,8.0,12.0,14.0,10.0,2.0,18.0,12.0,2.0,14.0,11.0,16.0,15.0,12.0,15.0,14.0,15.0,15.0,15.0,16.0,16.0,5.0,12.0,15.0,15.0,17.0,10.0,18.0,13.0,9.0,15.0,17.0,18.0,12.0,19.0,16.0,465.0,tomáš-soucek,tomas-soucek,12798045.529916644,16.364803024255824,8.0,-15.126685,26.343304,virgil-van-dijk,axel-witsel,benjamin-pavard,thiago-silva,marquinhos,joao-palhinha,gerard-pique,sergio-busquets,william-carvalho,john-stones,360
356,Harry Maguire,https://fminside.net/players/3-fm-23/28049740-harry-maguire,Manchester United,England,29.0,DCDC,Right,194 CM,100 KG,28049740.0,"€ 232,000 pw",2025-06-30,4.0,6.0,10.0,8.0,13.0,7.0,17.0,7.0,8.0,15.0,13.0,14.0,16.0,13.0,14.0,13.0,17.0,13.0,12.0,12.0,11.0,12.0,15.0,7.0,16.0,14.0,12.0,12.0,10.0,8.0,13.0,17.0,17.0,12.0,17.0,17.0,442.0,harry-maguire,harry-maguire,4253662.702403094,15.263290982083715,7.0,22.538906,-17.207184,willy-boly,willi-orban,juan-jesus,mouctar-diakhaby,omar-alderete,david-garcia,rob-holding,craig-dawson,axel-disasi,nicolo-casale,361
357,Marc Guéhi,https://fminside.net/players/3-fm-23/28108033-marc-guehi,Crystal Palace,England,21.0,DCDC,Right,182 CM,80 KG,28108033.0,"€ 52,200 pw",2026-06-30,5.0,6.0,11.0,9.0,12.0,7.0,11.0,8.0,9.0,14.0,12.0,6.0,15.0,13.0,10.0,14.0,14.0,14.0,14.0,13.0,14.0,11.0,14.0,9.0,14.0,13.0,10.0,14.0,15.0,14.0,14.0,14.0,15.0,14.0,14.0,15.0,431.0,marc-guéhi,marc-guehi,14534114.250535987,16.49200915104264,4.0,1.5214605,-15.301245,mohamed-simakan,lucas-martinez-quarta,clement-lenglet,nordi-mukiele,cesar-montes,pierre-kalulu,josip-sutalo,trevoh-chalobah,eric-garcia,levi-colwill,362
