,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
2953,Riccardo Gagliolo,https://fminside.net/players/3-fm-23/43002105-riccardo-gagliolo,Reggina,Sweden,32,"DL, DCDC",Left,180 CM,75 KG,43002105,"€ 16,010 pw",2024-06-30,4,13,11,7,11,6,14,6,3,14,13,6,15,9,13,14,14,12,12,11,15,5,9,11,15,14,11,15,13,14,13,14,12,13,14,13
2954,Marcus Danielson,https://fminside.net/players/3-fm-23/68004708-marcus-danielson,Djurgårdens IF,Sweden,33,DCDC,Right,192 CM,83 KG,68004708,"€ 2,800 pw",2025-12-31,5,10,9,8,10,6,15,6,7,14,13,12,15,10,10,13,12,15,15,14,15,7,15,9,13,15,12,12,10,7,13,15,13,12,12,14
2955,Mikael Ishak,https://fminside.net/players/3-fm-23/93012226-mikael-ishak,Lech,Sweden,29,STST,Right,185 CM,81 KG,93012226,"€ 19,180 pw",2025-06-30,5,8,10,15,12,8,13,12,5,6,10,11,7,11,12,13,14,13,12,12,14,9,6,14,7,13,10,16,12,11,16,11,17,15,13,15
2956,Samuel Gustafson,https://fminside.net/players/3-fm-23/93038219-samuel-gustafson,BK Häcken,Sweden,27,"DM, MC, AMCDM, MC",Right,186 CM,80 KG,93038219,"€ 2,800 pw",2025-07-31,14,11,11,9,13,12,11,12,8,12,14,12,12,14,8,14,10,13,13,13,12,12,13,12,13,13,14,13,11,10,14,14,12,11,13,13
2957,Stefano Vecchia,https://fminside.net/players/3-fm-23/93055767-stefano-vecchia,Rosenborg,Sweden,27,"AMR, AML, AMCAMR, AML, AMC",Right,183 CM,80 KG,93055767,"€ 8,160 pw",2025-12-31,13,13,15,14,14,13,9,15,7,5,12,13,7,15,7,14,9,13,12,14,13,14,6,15,14,10,14,8,12,13,11,10,12,12,9,10
2958,Renato Steffen,https://fminside.net/players/3-fm-23/98029078-renato-steffen,FC Lugano,Switzerland,30,"WBL, MR, ML, AMR, AMLWBL, ML, AML",Left,170 CM,65 KG,98029078,"€ 14,770 pw",2025-06-30,11,12,12,11,11,10,12,12,6,11,11,8,12,12,17,12,16,10,11,10,16,10,7,13,12,17,12,16,13,11,12,8,13,14,14,11
2959,Kastriot Imeri,https://fminside.net/players/3-fm-23/98041795-kastriot-imeri,Young Boys,Switzerland,22,"MC, ML, AML, AMCMC, AML, AMC",Right,178 CM,77 KG,98041795,"€ 7,680 pw",2026-06-30,13,13,13,10,14,14,6,13,4,6,13,12,8,15,8,11,10,12,10,12,12,14,12,13,8,11,13,11,12,13,13,9,12,12,13,10
2960,Mert Müldür,https://fminside.net/players/3-fm-23/16184687-mert-muldur,Sassuolo,Turkey,23,"DR, WBRDR",Right,188 CM,74 KG,16184687,"€ 9,810 pw",2024-06-30,4,11,12,7,13,5,12,7,10,11,12,5,13,13,14,12,12,11,9,12,16,10,9,12,13,13,11,13,14,13,14,12,13,15,14,13
2961,Ivan Ordets,https://fminside.net/players/3-fm-23/71023433-ivan-ordets,VfL Bochum,Ukraine,29,DCDC,Right,195 CM,93 KG,71023433,"€ 19,230 pw",2024-06-10,5,7,7,8,11,9,16,8,9,13,10,7,14,11,9,15,16,12,13,11,16,3,9,10,14,15,13,14,11,9,14,15,16,11,12,15
2962,Roman Yaremchuk,https://fminside.net/players/3-fm-23/71068795-roman-yaremchuk,Club Brugge,Ukraine,26,STST,Right,191 CM,78 KG,71068795,"€ 45,000 pw",2026-06-30,8,11,13,13,14,8,12,12,6,3,13,11,4,15,13,11,12,16,12,13,12,8,7,12,6,13,14,11,11,14,12,15,12,12,12,12
2963,Victor Kovalenko,https://fminside.net/players/3-fm-23/71075944-victor-kovalenko,Spezia,Ukraine,26,"MC, AMCMC, AMC",Right,182 CM,76 KG,71075944,"€ 58,470 pw",2025-06-30,11,11,12,11,12,11,12,12,5,7,13,13,11,13,13,10,13,12,12,10,18,13,12,13,8,13,13,14,15,14,12,11,13,14,14,13
2964,Oleksandr Tymchyk,https://fminside.net/players/3-fm-23/71085857-oleksandr-tymchyk,Dynamo Kyiv,Ukraine,25,"DR, WBRDR",Right,180 CM,67 KG,71085857,"€ 6,010 pw",2024-12-31,6,12,12,5,10,5,11,6,15,11,13,4,14,11,11,11,12,10,12,11,14,8,5,13,13,13,11,14,16,15,12,12,12,16,14,12
2965,Yukhym Konoplia,https://fminside.net/players/3-fm-23/71099085-yukhym-konoplia,Shakhtar,Ukraine,22,"DR, DL, WBRDR",Right,180 CM,74 KG,71099085,"€ 8,120 pw",2024-06-30,11,13,11,7,14,13,10,6,14,13,15,8,11,11,9,12,10,11,12,12,11,9,7,13,10,13,9,15,16,13,11,6,14,15,14,12
2966,Rhys Norrington-Davies,https://fminside.net/players/3-fm-23/29193986-rhys-norrington-davies,Sheff Utd,Wales,23,"DL, DC, WBLDL, WBL",Left,181 CM,71 KG,29193986,"€ 7,540 pw",2024-06-30,10,13,13,7,11,8,11,5,10,11,12,6,13,12,16,12,14,12,11,12,13,9,8,12,12,14,10,15,14,13,13,9,15,13,15,13
2967,Luka Milivojevic,https://fminside.net/players/3-fm-23/62028856-luka-milivojevic,Crystal Palace,Serbia,31,"DM, MCDM",Right,185 CM,80 KG,62028856,"€ 92,800 pw",2023-06-30,12,11,8,11,11,14,14,13,7,14,10,16,14,13,16,14,14,13,13,12,16,9,15,10,14,14,14,13,10,11,14,13,14,10,15,14
2968,Nikola Maraš,https://fminside.net/players/3-fm-23/62127145-nikola-mara,Alavés,Serbia,26,DCDC,Right,189 CM,81 KG,62127145,"€ 8,910,630","€ 7,290 pw",7,7,8,8,11,8,13,7,7,13,12,10,14,11,12,12,14,11,14,13,13,10,16,8,14,13,11,14,11,12,12,14,14,11,13,15
2969,Đorđe Jovanovic,https://fminside.net/players/3-fm-23/62175142-ore-jovanovic,Maccabi Tel-Aviv,Serbia,23,STST,Right,187 CM,79 KG,62175142,"€ 10,260 pw",2024-05-31,8,8,9,15,14,9,15,10,5,5,10,12,5,11,11,13,12,13,13,10,12,9,9,13,5,11,10,11,13,12,13,15,10,12,12,15
2970,Brad Smith,https://fminside.net/players/3-fm-23/28058298-brad-smith,Houston,Australia,28,"DL, WBLDL, WBL",Left,178 CM,70 KG,28058298,"€ 11,460 pw",2024-12-31,8,14,12,8,12,6,8,11,9,12,12,6,12,12,13,12,12,10,10,12,12,10,7,13,11,13,10,14,17,12,13,8,12,17,13,11
2971,Mariano Andújar,https://fminside.net/players/3-fm-23/950224-mariano-andujar,Estudiantes de La ..,Argentina,38,GKGK,Right,194 CM,88 KG,950224,"€ 22,090 pw",2023-12-31,15,15,15,6,8,14,11,12,8,12,15,10,13,15,12,14,15,14,12,14,3,15,3,13,12,11,13,8,10,12,16,12,8,11,13,2
2972,Oscar Ustari,https://fminside.net/players/3-fm-23/956657-oscar-ustari,Pachuca,Argentina,36,GKGK,Right,184 CM,82 KG,956657,"€ 11,320 pw",2023-06-30,11,12,12,7,9,13,13,13,10,7,15,15,13,10,13,11,12,10,10,12,8,13,3,14,13,11,14,12,14,12,13,7,10,8,14,8
2973,Adrián Gabbarini,https://fminside.net/players/3-fm-23/961243-adrian-gabbarini,Liga de Quito,Argentina,36,GKGK,Right,182 CM,82 KG,961243,"€ 5,870 pw",2023-12-31,13,13,14,6,9,13,12,16,13,6,15,12,12,12,10,13,14,12,11,15,7,17,6,11,14,9,14,10,12,14,12,11,8,11,14,8
2974,Sergio Romero,https://fminside.net/players/3-fm-23/961299-sergio-romero,Boca Juniors,Argentina,35,GKGK,Right,192 CM,87 KG,961299,"€ 14,840 pw",2024-12-31,14,11,12,13,10,11,16,14,9,14,15,14,12,10,10,14,12,10,11,9,8,11,2,14,12,11,8,11,13,15,14,10,14,10,16,8
2975,Willy Caballero,https://fminside.net/players/3-fm-23/6300460-willy-caballero,Southampton,Argentina,40,GKGK,Right,186 CM,81 KG,6300460,"€ 34,800 pw",2023-06-30,10,15,13,8,12,15,12,13,12,14,15,16,12,8,13,12,13,13,14,15,12,14,8,14,14,12,13,6,12,13,13,12,6,10,12,7
2976,Lucas Castro,https://fminside.net/players/3-fm-23/14003924-lucas-castro,Huracán,Argentina,33,"MC, MR, AMR, AMCMC, MR, AMC",Right,182 CM,76 KG,14003924,"€ 9,510 pw",2023-12-31,12,12,12,11,16,12,12,12,4,10,15,8,11,16,15,13,11,12,12,13,15,16,11,13,13,15,14,14,9,11,13,11,12,10,12,11
2977,Pablo Piatti,https://fminside.net/players/3-fm-23/14004181-pablo-piatti,Estudiantes de La ..,Argentina,33,"ML, AMR, AML, AMCML, AML",Left,164 CM,63 KG,14004181,"€ 13,500 pw",2024-06-30,16,14,14,13,14,13,5,14,5,4,14,14,10,15,9,12,12,13,12,14,18,14,11,15,9,12,13,14,12,15,15,6,13,12,12,9
2978,Sergio Vittor,https://fminside.net/players/3-fm-23/14017964-sergio-vittor,Al-Sailiya,Argentina,32,"DC, DMDC, DM",Right,189 CM,86 KG,14017964,"€ 15,310 pw",2023-05-31,7,9,10,7,11,14,14,11,12,13,12,13,15,12,12,13,12,14,13,12,14,12,11,10,14,12,11,12,11,12,14,14,12,11,12,13
2979,Alan Aguerre,https://fminside.net/players/3-fm-23/14025030-alan-aguerre,Talleres,Argentina,31,GKGK,Right,181 CM,76 KG,14025030,"€ 14,660 pw",2024-12-31,12,14,14,12,8,14,14,14,12,8,16,12,12,11,14,14,14,12,10,15,8,13,7,13,10,8,10,8,14,12,10,14,9,13,14,8
2980,Juan Ramírez,https://fminside.net/players/3-fm-23/14039749-juan-ramirez,Boca Juniors,Argentina,29,"MC, ML, AML, AMCMC",Left,174 CM,71 KG,14039749,"€ 13,610 pw",2026-12-31,13,12,13,8,13,8,5,12,5,12,14,8,9,14,8,13,12,13,10,12,11,14,6,14,12,15,14,13,14,14,11,6,12,13,15,9
2981,Matías Kranevitter,https://fminside.net/players/3-fm-23/14043247-matias-kranevitter,River Plate,Argentina,29,"DM, MCDM, MC",Right,178 CM,74 KG,14043247,"€ 19,280 pw",2025-12-31,10,12,11,8,12,9,11,7,8,14,13,8,11,14,15,16,15,14,16,13,16,11,13,8,11,15,12,14,13,14,14,9,15,12,15,10
2982,Lucas Romero,https://fminside.net/players/3-fm-23/14047196-lucas-romero,León,Argentina,28,"DM, MCDM, MC",Right,167 CM,70 KG,14047196,"€ 14,870 pw",2025-12-31,8,9,11,8,13,8,6,12,11,15,12,12,14,14,16,14,15,13,12,11,16,11,11,11,14,14,12,16,13,13,11,5,16,14,16,10
2983,Walter Bou,https://fminside.net/players/3-fm-23/14058095-walter-bou,Vélez Sarsfield,Argentina,28,"AMR, AML, AMC, STAMC, ST",Right,174 CM,74 KG,14058095,"€ 15,760 pw",2025-12-31,9,9,12,13,12,9,13,13,7,8,12,14,8,13,11,12,15,12,10,12,13,13,6,14,6,13,12,14,13,13,14,9,14,13,14,14
2984,Ramiro Carrera,https://fminside.net/players/3-fm-23/14064131-ramiro-carrera,Cruz Azul,Argentina,28,"MC, MR, ML, AMCMC",Right,182 CM,77 KG,14064131,"€ 9,670 pw",2025-12-31,13,13,14,13,12,13,12,14,6,9,12,14,10,14,14,12,14,9,11,11,17,13,13,13,12,12,12,15,13,12,12,11,13,13,14,12
2985,Gustavo Del Prete,https://fminside.net/players/3-fm-23/14070718-gustavo-del-prete,Pumas,Argentina,26,"AMR, AML, STAMR, ST",Left,175 CM,68 KG,14070718,"€ 12,950 pw",2025-06-30,9,11,14,14,13,9,10,14,8,9,13,13,7,13,7,12,10,13,8,14,13,13,7,13,12,12,11,13,13,13,13,9,12,13,12,9
2986,Fabrizio Angileri,https://fminside.net/players/3-fm-23/14079839-fabrizio-angileri,Getafe,Argentina,28,"DL, WBL, MLDL",Left,185 CM,84 KG,14079839,"€ 8,415,590","€ 7,520 pw",13,13,13,9,13,13,9,12,13,13,12,10,11,12,12,13,11,12,12,13,10,9,4,13,13,12,14,13,14,14,12,11,12,13,15,11
2987,Richard Schunke,https://fminside.net/players/3-fm-23/14086155-richard-schunke,Independiente del ..,Argentina,30,DCDC,Right,186 CM,79 KG,14086155,"€ 5,870 pw",2023-12-31,4,6,5,6,11,5,14,7,10,15,13,9,14,11,12,14,15,12,14,11,11,12,15,8,13,13,9,12,11,12,14,14,12,10,13,16
2988,Domingo Blanco,https://fminside.net/players/3-fm-23/14088580-domingo-blanco,Dnipro-1,Argentina,27,"MC, AMR, AML, AMCMC, AMC",Right,167 CM,64 KG,14088580,"€ 6,010 pw",2025-06-30,12,13,15,12,12,13,8,13,5,10,15,9,4,14,13,12,11,12,11,12,11,11,12,12,11,13,13,14,12,13,12,6,12,13,14,12
2989,Jalil Elías,https://fminside.net/players/3-fm-23/14123773-jalil-elias,San Lorenzo,Argentina,26,"DR, DM, WBR, MCDR, DM",Right,180 CM,70 KG,14123773,"€ 3,110 pw",2023-06-30,10,8,10,7,12,10,8,13,7,14,12,10,14,11,14,10,14,15,13,13,10,13,12,9,14,14,12,15,13,12,13,8,13,12,14,12
2990,Matías Tissera,https://fminside.net/players/3-fm-23/14123778-matias-tissera,Ludogorets,Argentina,25,"AMR, STST",Right,173 CM,72 KG,14123778,"€ 10,000 pw",2026-06-30,9,8,12,16,12,8,10,12,6,7,11,10,8,14,9,15,12,11,13,10,12,9,6,14,10,11,12,11,15,14,13,10,12,15,10,11
2991,Damián Batallini,https://fminside.net/players/3-fm-23/14129251-damian-batallini,Necaxa,Argentina,26,"MR, ML, AMR, AMLMR, AMR, AML",Right,176 CM,74 KG,14129251,"€ 9,590 pw",2025-12-31,9,13,11,13,12,8,10,13,11,11,12,10,11,11,12,12,11,13,11,12,16,14,8,13,10,14,10,13,14,14,12,7,15,14,13,11
2992,Santiago Cáseres,https://fminside.net/players/3-fm-23/14157638-santiago-caseres,Vélez Sarsfield,Argentina,25,"DM, MCDM, MC",Right,179 CM,84 KG,14157638,"€ 10,000,710","€ 19,950 pw",9,9,11,5,12,10,10,9,5,13,14,11,14,13,13,14,14,15,15,14,15,12,14,13,14,15,14,15,13,12,11,7,11,12,12,11
2993,Tomás Cuello,https://fminside.net/players/3-fm-23/14178597-tomas-cuello,Athletico Paranaense,Argentina,22,"MR, ML, AMR, AMLML",Right,178 CM,68 KG,14178597,"€ 8,540 pw",2025-12-31,10,12,14,11,13,9,9,14,6,11,12,9,10,13,8,12,11,12,10,11,16,14,1,14,8,11,12,11,15,14,11,10,13,14,13,9
2994,Federico Navarro,https://fminside.net/players/3-fm-23/14181163-federico-navarro,Chicago Fire,Argentina,22,"DM, MCDM, MC",Right,171 CM,69 KG,14181163,"€ 5,380 pw",2027-12-31,6,8,9,3,14,5,7,12,7,14,13,8,14,11,14,13,10,14,12,15,12,5,11,11,14,14,13,14,12,13,14,9,15,12,14,13
2995,Leonardo Morales,https://fminside.net/players/3-fm-23/14182237-leonardo-morales,Gimnasia La Plata,Argentina,31,DCDC,Right,180 CM,72 KG,14182237,"€ 2,390 pw",2023-12-31,5,11,12,8,12,5,13,9,13,14,11,8,13,9,12,13,13,13,14,13,11,8,11,10,12,13,10,13,13,13,13,12,14,14,13,14
2996,Iván Gómez,https://fminside.net/players/3-fm-23/14182865-ivan-gomez,Newell's Old Boys,Argentina,25,"DM, MCDM, MC",Right,167 CM,65 KG,14182865,"€ 7,820 pw",2024-12-31,7,9,12,10,13,7,11,9,9,14,13,8,14,11,14,15,9,12,15,12,12,7,11,11,15,13,11,12,12,14,15,7,10,13,14,13
2997,Alan Franco,https://fminside.net/players/3-fm-23/14185004-alan-franco,São Paulo,Argentina,25,DCDC,Right,181 CM,78 KG,14185004,"€ 11,070 pw",2025-12-31,4,6,11,5,12,4,13,9,13,13,12,8,14,10,14,14,18,12,12,12,14,8,14,9,13,12,9,12,13,11,17,12,16,13,15,15
2998,Sergio Barreto,https://fminside.net/players/3-fm-23/14185013-sergio-barreto,Independiente,Argentina,23,DCDC,Right,183 CM,77 KG,14185013,"€ 20,166,800","€ 4,040 pw",5,9,8,9,9,3,15,11,10,14,13,6,14,10,12,15,9,9,14,13,14,10,8,9,13,12,11,15,10,10,14,13,13,12,13,14
2999,Nicolás Fernández Mercau,https://fminside.net/players/3-fm-23/14201999-nicolas-fernandez-mercau,Elche CF,Argentina,22,"DL, WBL, MLDL, WBL",Left,172 CM,0 KG,14201999,"€ 6,000,430","€ 3,070 pw",13,13,14,11,13,12,6,12,13,11,13,7,8,14,13,12,15,12,8,12,14,12,7,14,9,13,13,14,14,13,11,7,16,13,16,9
3000,Gastón Ávila,https://fminside.net/players/3-fm-23/14207518-gaston-avila,Antwerp,Argentina,20,DCDC,Left,182 CM,80 KG,14207518,"€ 5,000 pw",2027-06-30,6,6,6,10,13,13,14,10,6,14,13,14,14,12,14,12,14,13,11,12,14,6,12,10,14,14,13,13,14,12,12,12,14,13,12,13
3001,Ezequiel Bullaude,https://fminside.net/players/3-fm-23/14207820-ezequiel-bullaude,Feyenoord,Argentina,21,"MC, AML, AMCAMC",Right,184 CM,77 KG,14207820,"€ 10,000 pw",2027-06-30,11,9,14,10,14,11,6,12,4,6,13,11,10,14,14,13,7,13,11,12,14,14,10,13,11,10,13,15,13,14,12,11,13,13,14,8
3002,Alexandro Bernabéi,https://fminside.net/players/3-fm-23/14217260-alexandro-bernabei,Celtic,Argentina,21,"DL, WBL, ML, AMLDL, WBL",Left,169 CM,65 KG,14217260,"€ 18,560 pw",2027-06-30,13,13,14,12,12,9,5,13,8,10,11,8,9,13,12,11,14,12,11,12,13,13,9,13,10,13,12,14,14,13,10,7,16,14,13,9
3003,Giuliano Galoppo,https://fminside.net/players/3-fm-23/14219440-giuliano-galoppo,São Paulo,Argentina,23,MCMC,Right,179 CM,73 KG,14219440,"€ 9,840 pw",2027-06-30,11,12,12,12,13,11,14,11,6,10,13,11,9,13,10,13,9,13,14,13,14,12,9,14,11,13,13,13,13,13,10,10,14,12,14,10
3004,Rodrigo Villagra,https://fminside.net/players/3-fm-23/14223258-rodrigo-villagra,Talleres,Argentina,21,"DM, MCDM, MC",Right,178 CM,70 KG,14223258,"€ 6,740 pw",2025-12-31,8,9,14,9,13,8,9,8,4,14,14,9,15,13,16,14,12,11,12,13,15,9,9,11,16,14,14,13,11,11,13,9,10,12,15,12
3005,Facundo Farías,https://fminside.net/players/3-fm-23/14240979-facundo-farias,Colón de Santa Fe,Argentina,19,"AML, AMC, STAMC",Right,172 CM,74 KG,14240979,"€ 12,100,080","€ 5,540 pw",12,13,16,12,15,8,7,12,6,5,13,13,5,16,7,13,14,13,12,13,13,16,12,15,10,10,13,8,13,15,13,7,8,12,11,14
3006,Tadeo Allende,https://fminside.net/players/3-fm-23/2000091490-tadeo-allende,Godoy Cruz,Argentina,23,"AMR, AML, STAMR",Right,185 CM,79 KG,2000091490,"€ 5,300 pw",2026-12-31,5,10,12,13,12,8,14,14,9,11,12,11,8,12,11,13,13,12,12,12,13,12,14,13,8,12,11,16,14,12,13,13,16,14,13,13
3007,Miranda,https://fminside.net/players/3-fm-23/8832812-miranda,São Paulo,Brazil,37,DCDC,Right,186 CM,78 KG,8832812,"€ 29,070 pw",2022-12-31,3,7,9,9,12,3,15,7,3,17,11,8,15,12,13,14,16,12,12,12,17,7,14,9,14,14,10,15,10,10,14,13,12,11,11,13
3008,Danilo Soares,https://fminside.net/players/3-fm-23/16063849-danilo-soares,VfL Bochum,Brazil,30,"DL, WBLDL, WBL",Left,170 CM,72 KG,16063849,"€ 7,500 pw",2024-06-30,8,15,12,6,12,7,10,8,12,12,13,8,15,13,14,13,14,13,10,11,14,12,8,11,11,12,12,15,14,15,15,7,10,12,13,10
3009,João Ricardo,https://fminside.net/players/3-fm-23/19082550-joao-ricardo,Fortaleza,Brazil,33,GKGK,Right,185 CM,78 KG,19082550,"€ 9,070 pw",2024-12-31,12,12,10,10,8,14,13,13,8,12,13,12,13,14,11,12,10,12,12,16,1,11,2,12,15,10,13,13,14,12,14,14,13,11,11,9
3010,Samuel Xavier,https://fminside.net/players/3-fm-23/19100038-samuel-xavier,Fluminese,Brazil,32,"DR, DL, DM, MCDR",Right,166 CM,67 KG,19100038,"€ 7,770 pw",2024-12-31,11,13,12,10,11,8,9,10,13,12,12,9,13,12,15,12,14,12,12,12,13,11,8,14,12,13,11,14,14,13,13,4,13,13,14,10
3011,Gabriel,https://fminside.net/players/3-fm-23/19122782-gabriel,Coritiba,Brazil,29,GKGK,Right,193 CM,90 KG,19122782,"€ 8,380 pw",2026-12-31,14,14,12,9,8,14,12,12,8,13,16,14,12,11,13,12,12,12,11,11,1,10,1,12,7,8,9,11,14,16,16,14,13,15,15,1
3012,Marllon,https://fminside.net/players/3-fm-23/19138505-marllon,Cuiabá,Brazil,30,DCDC,Right,184 CM,75 KG,19138505,"€ 8,380 pw",2024-12-31,6,5,8,6,10,3,14,5,5,15,15,7,15,10,13,13,15,12,11,12,10,5,12,4,14,13,7,14,13,11,12,13,14,13,14,15
3013,Thiago Martins,https://fminside.net/players/3-fm-23/19153354-thiago-martins,New York City,Brazil,27,DCDC,Right,185 CM,78 KG,19153354,"€ 10,080 pw",2025-12-31,7,8,9,8,11,8,13,8,9,13,11,9,13,11,12,12,12,12,11,12,3,11,9,10,12,14,9,13,13,13,12,13,14,13,15,13
3014,Pablo,https://fminside.net/players/3-fm-23/19164366-pablo,Athletico Paranaense,Brazil,30,"AMR, AML, STST",Right,185 CM,76 KG,19164366,"€ 19,440 pw",2023-12-31,10,12,14,12,11,11,12,12,10,10,13,11,10,14,12,12,13,11,11,10,15,11,8,11,9,13,12,12,14,14,12,12,13,13,12,12
3015,Antônio Carlos,https://fminside.net/players/3-fm-23/19171009-antonio-carlos,Orlando City,Brazil,29,DCDC,Right,191 CM,79 KG,19171009,"€ 17,940 pw",2023-12-31,5,6,7,7,11,6,15,6,7,14,10,7,13,11,14,13,14,12,12,12,12,10,12,8,15,13,8,13,13,11,12,16,14,12,14,13
3016,Carlos Coronel,https://fminside.net/players/3-fm-23/19184434-carlos-coronel,New York,Brazil,25,GKGK,Right,192 CM,88 KG,19184434,"€ 10,270 pw",2024-12-31,15,13,10,4,10,13,14,10,12,11,14,12,16,11,10,14,10,12,9,12,3,9,1,14,14,9,13,11,13,16,18,14,12,13,16,4
3017,Marcos Felipe,https://fminside.net/players/3-fm-23/19189746-marcos-felipe,Bahia,Brazil,26,GKGK,Both,188 CM,75 KG,19189746,"€ 2,920 pw",2023-12-31,12,13,11,5,11,13,12,13,11,11,13,12,12,6,11,13,11,11,12,12,2,10,3,11,12,9,9,10,14,10,13,12,10,10,10,9
3018,Boschilia,https://fminside.net/players/3-fm-23/19202696-boschilia,Coritiba,Brazil,26,"ML, AMR, AML, AMCAMR, AMC",Left,172 CM,63 KG,19202696,"€ 6,260 pw",2023-12-31,14,13,15,12,15,15,8,14,3,5,13,13,5,15,13,12,13,13,12,11,13,14,10,13,7,12,14,13,13,15,13,6,10,12,13,10
3019,Marcelo Benevenuto,https://fminside.net/players/3-fm-23/19222444-marcelo-benevenuto,Fortaleza,Brazil,26,DCDC,Right,180 CM,78 KG,19222444,"€ 6,740 pw",2026-12-31,7,8,8,10,11,9,15,9,10,14,12,10,14,11,13,13,15,12,12,11,13,9,10,11,13,14,10,14,13,13,13,12,14,13,14,15
3020,Éder,https://fminside.net/players/3-fm-23/19225958-eder,América,Brazil,27,"DC, DMDC",Right,184 CM,82 KG,19225958,"€ 8,730 pw",2024-12-31,6,9,10,9,11,8,13,9,9,13,11,8,13,12,13,13,14,12,12,12,13,11,12,12,14,14,9,14,13,13,9,13,12,13,14,14
3021,Jorge,https://fminside.net/players/3-fm-23/19226738-jorge,Fluminese,Brazil,26,"DL, WBL, MLDL",Left,183 CM,70 KG,19226738,"€ 44,730 pw",2025-12-31,11,13,14,10,15,11,10,13,11,12,13,11,12,15,12,13,12,12,11,12,10,14,8,14,11,12,12,13,12,14,12,12,13,13,12,12
3022,Guilherme,https://fminside.net/players/3-fm-23/19259602-guilherme,Fortaleza,Brazil,27,"AMR, AML, STAML",Right,178 CM,65 KG,19259602,"€ 10,480 pw",2024-12-31,12,12,14,10,11,9,10,13,10,9,13,14,10,13,8,11,11,11,11,12,13,12,11,12,9,12,11,13,14,13,13,9,13,13,12,10
3023,Nonato,https://fminside.net/players/3-fm-23/19263853-nonato,Ludogorets,Brazil,24,"DM, MC, AMCMC",Right,174 CM,68 KG,19263853,"€ 9,500 pw",2026-06-30,10,11,13,10,13,8,10,10,6,11,13,13,13,13,13,14,14,13,12,13,14,13,12,12,11,13,13,15,13,14,11,8,13,13,13,10
3024,Matheus Henrique,https://fminside.net/players/3-fm-23/19263862-matheus-henrique,Sassuolo,Brazil,24,"DM, MCDM, MC",Right,175 CM,71 KG,19263862,"€ 10,960 pw",2026-06-30,5,6,15,9,15,8,10,12,9,10,14,9,12,15,14,13,13,12,11,12,14,13,6,14,13,15,14,15,13,14,13,9,14,14,13,10
3025,Vitinho,https://fminside.net/players/3-fm-23/19273472-vitinho,Burnley,Brazil,22,"DR, DL, WBR, WBL, MR, ML, AMR, AMLDR, DL, WBR, WBL, MR",Right,175 CM,72 KG,19273472,"€ 11,600 pw",2026-06-30,8,10,14,11,12,8,9,7,8,8,12,9,11,12,7,11,10,13,11,12,9,13,7,13,8,11,11,13,14,13,8,7,10,14,13,7
3026,Igor Gomes,https://fminside.net/players/3-fm-23/19290872-igor-gomes,Atlético Mineiro,Brazil,23,"MC, AMCAMC",Right,183 CM,73 KG,19290872,"€ 4,470 pw",2026-12-31,11,12,14,11,14,10,8,14,9,7,14,12,7,14,12,13,11,13,11,11,14,13,10,13,7,13,14,11,14,13,12,11,13,13,13,10
3027,Helinho,https://fminside.net/players/3-fm-23/19302916-helinho,Bragantino,Brazil,22,"MR, AMR, AMCAMR, AMC",Left,175 CM,66 KG,19302916,"€ 9,280 pw",2026-12-31,10,12,14,11,13,10,13,11,7,9,12,7,8,14,10,13,9,12,10,11,10,14,13,15,8,12,13,11,14,16,11,8,14,14,12,8
3028,Rodrigo Nestor,https://fminside.net/players/3-fm-23/19306946-rodrigo-nestor,São Paulo,Brazil,21,"DM, MCDM, MC",Left,175 CM,67 KG,19306946,"€ 4,470 pw",2024-12-31,13,12,14,11,13,13,10,13,8,12,14,7,10,13,9,10,9,13,12,13,10,13,11,13,12,13,15,11,13,13,11,10,12,14,13,10
3029,Raul,https://fminside.net/players/3-fm-23/19311307-raul,Bragantino,Brazil,25,"DM, MCDM, MC",Right,180 CM,75 KG,19311307,"€ 9,280 pw",2024-12-31,10,10,12,10,12,10,7,11,8,14,12,10,14,12,13,12,14,12,12,12,13,13,12,12,12,14,13,14,13,14,13,10,13,13,13,13
3030,Wesley,https://fminside.net/players/3-fm-23/19312834-wesley,Cruzeiro,Brazil,23,"AMR, AMLAMR, AML",Right,178 CM,67 KG,19312834,"€ 10,480 pw",2026-12-31,10,11,15,13,14,9,8,11,6,8,12,12,8,14,12,13,8,13,11,10,12,16,5,13,8,8,12,11,15,15,13,9,13,15,12,9
3031,Anderson,https://fminside.net/players/3-fm-23/19341231-anderson,Vizela,Brazil,27,DCDC,Right,185 CM,74 KG,19341231,"€ 2,250 pw",2024-06-30,4,6,7,9,9,5,15,6,8,14,8,9,12,8,14,14,13,11,16,12,14,6,13,12,16,13,9,13,11,10,14,14,12,11,13,14
